state,county,bbox
TX,Nueces County,"[-97.94165, 27.5201222, -96.8987072, 27.9955646]"
TX,"Ochiltree County, TX","[-101.085722, 36.0552445, -100.5459697, 36.5000081]"
TX,"Oldham County, TX","[-103.0425245, 35.1831729, -102.1628415, 35.6275369]"
TX,"Orange County, TX","[-94.1189023, 29.9395594, -93.6884273, 30.2443354]"
TX,"Palo Pinto County, TX","[-98.5761595, 32.5115751, -98.0559348, 33.0078065]"
TX,"Panola County, TX","[-94.6016788, 31.9732481, -94.0159266, 32.3941218]"
TX,"Parker County, TX","[-98.0667047, 32.5547967, -97.5440922, 33.0035826]"
TX,"Parmer County, TX","[-103.0436948, 34.3120957, -102.5251292, 34.748037]"
TX,"Pecos County, TX","[-103.5847085, 30.0527001, -101.7684653, 31.3712421]"
TX,"Polk County, TX","[-95.1998763, 30.4890321, -94.5378866, 31.1464938]"
TX,"Potter County, TX","[-102.1674519, 35.1828175, -101.6227443, 35.6201983]"
TX,"Presidio County, TX","[-104.98075, 29.2583689, -103.7924555, 30.6292159]"
TX,"Rains County, TX","[-95.9873608, 32.7114546, -95.6350368, 32.9797657]"
TX,"Randall County, TX","[-102.1688266, 34.7473644, -101.6229535, 35.1832302]"
TX,"Reagan County, TX","[-101.7759975, 31.0791159, -101.2668209, 31.6514187]"
TX,"Real County, TX","[-100.0636512, 29.6235182, -99.6025336, 30.0824389]"
TX,"Red River County, TX","[-95.3111356, 33.3175063, -94.7460542, 33.9632254]"
TX,"Reeves County, TX","[-104.1022945, 30.76674, -103.010356, 32.0001401]"
TX,"Refugio County, TX","[-97.541071, 28.061396, -96.764125, 28.554821]"
TX,"Roberts County, TX","[-101.0860533, 35.6190803, -100.5396418, 36.0560823]"
TX,"Robertson County, TX","[-96.8312784, 30.6961486, -96.2350891, 31.3570613]"
TX,"Rockwall County, TX","[-96.5189592, 32.8139075, -96.2972188, 32.9823882]"
TX,"Runnels County, TX","[-100.2360599, 31.5766859, -99.7139398, 32.0824413]"
TX,"Rusk County, TX","[-94.9859411, 31.8440786, -94.4527207, 32.4075928]"
TX,"Sabine County, TX","[-94.0488676, 31.134363, -93.5951071, 31.6116831]"
TX,"San Augustine County, TX","[-94.398822, 31.0992976, -93.9832362, 31.6536087]"
TX,"San Jacinto County, TX","[-95.3590869, 30.3194694, -94.8296721, 30.906582]"
TX,"San Patricio County, TX","[-97.9087201, 27.821105, -97.135134, 28.179461]"
TX,"San Saba County, TX","[-99.0923974, 30.9207996, -98.4145993, 31.4906218]"
TX,"Schleicher County, TX","[-100.9626345, 30.7061037, -100.1153069, 31.0884576]"
TX,"Scurry County, TX","[-101.1744617, 32.52514, -100.6558751, 32.9702091]"
TX,"Shackelford County, TX","[-99.6122396, 32.5148133, -99.0957987, 32.9571002]"
TX,"Shelby County, TX","[-94.5112616, 31.5693873, -93.7944536, 31.9797747]"
TX,"Sherman County, TX","[-102.1629574, 36.0548791, -101.6234759, 36.5002776]"
TX,"Smith County, TX","[-95.5946318, 32.1350663, -94.9853697, 32.6870696]"
TX,"Somervell County, TX","[-97.9457052, 32.0872925, -97.6150445, 32.318736]"
TX,"Starr County, TX","[-99.17194, 26.23527, -98.3207638, 26.7857128]"
TX,"Stephens County, TX","[-99.096065, 32.5149019, -98.5755828, 32.9572836]"
TX,"Sterling County, TX","[-101.2675588, 31.5562856, -100.8215, 32.0871245]"
TX,"Stonewall County, TX","[-100.5268534, 32.9596203, -99.988816, 33.3976109]"
TX,"Sutton County, TX","[-100.9624614, 30.2876512, -100.1160205, 30.710461]"
TX,"Swisher County, TX","[-101.9984485, 34.3122737, -101.4713264, 34.7483695]"
TX,"Tarrant County, TX","[-97.5506059, 32.5486621, -97.0310951, 32.9940453]"
TX,"Taylor County, TX","[-100.1509179, 32.0809726, -99.6295708, 32.5228148]"
TX,"Terrell County, TX","[-102.5669768, 29.77909, -101.64626, 30.6583558]"
TX,"Terry County, TX","[-102.5947249, 32.9586111, -102.0753567, 33.3895742]"
TX,"Throckmorton County, TX","[-99.472312, 32.9566925, -98.9508704, 33.3989459]"
TX,"Titus County, TX","[-95.1261399, 32.9812128, -94.8084803, 33.3988422]"
TX,"Tom Green County, TX","[-101.2679173, 31.086404, -100.1110499, 31.7054104]"
TX,"Travis County, TX","[-98.1731442, 30.0233261, -97.3695829, 30.6280321]"
TX,"Trinity County, TX","[-95.4346865, 30.8247156, -94.8428547, 31.3869646]"
TX,"Tyler County, TX","[-94.6579339, 30.526325, -94.0506649, 31.0591733]"
TX,"Upshur County, TX","[-95.1533186, 32.5164251, -94.6723248, 32.9044903]"
TX,"Upton County, TX","[-102.3178865, 31.0797648, -101.7749825, 31.6516358]"
TX,"Uvalde County, TX","[-100.1126514, 29.0862726, -99.4117815, 29.628089]"
TX,"Val Verde County, TX","[-101.7606035, 29.2374477, -100.699134, 30.289043]"
TX,"Van Zandt County, TX","[-96.076639, 32.3550505, -95.4489257, 32.8385036]"
TX,"Victoria County, TX","[-97.3057636, 28.485712, -96.6475964, 29.1038648]"
TX,"Walker County, TX","[-95.8630717, 30.5044443, -95.3273002, 31.058062]"
TX,"Waller County, TX","[-96.192284, 29.7279408, -95.803354, 30.2453392]"
TX,"Ward County, TX","[-103.6069293, 31.2668827, -102.7674086, 31.6514944]"
TX,"Washington County, TX","[-96.7944459, 30.0443749, -96.0812401, 30.4003511]"
TX,"Webb County, TX","[-100.2123334, 27.25957, -98.798083, 28.2045881]"
TX,"Wharton County, TX","[-96.6380212, 28.963046, -95.8421252, 29.6338794]"
TX,"Wheeler County, TX","[-100.5400394, 35.182732, -100.0002661, 35.61968]"
TX,"Wichita County, TX","[-98.953143, 33.833968, -98.4220408, 34.2016156]"
TX,"Wilbarger County, TX","[-99.475723, 33.8339607, -98.9524391, 34.458514]"
TX,"Willacy County, TX","[-98.0043314, 26.2993661, -97.0529424, 26.6117366]"
TX,Willacy County,"[-98.0043314, 26.2993661, -97.0529424, 26.6117366]"
TX,"Williamson County, TX","[-98.0500505, 30.4028139, -97.1551988, 30.9055906]"
TX,"Wilson County, TX","[-98.4071819, 28.8823156, -97.7286667, 29.4387588]"
TX,"Winkler County, TX","[-103.3274904, 31.6513207, -102.798417, 32.0871111]"
TX,"Wise County, TX","[-97.9215331, 32.9916801, -97.3829529, 33.4339377]"
TX,"Wood County, TX","[-95.6653125, 32.5409537, -95.1519454, 33.0030784]"
TX,"Yoakum County, TX","[-103.064759, 32.9585488, -102.5944411, 33.3883637]"
TX,"Young County, TX","[-98.9540835, 32.9522974, -98.4208388, 33.3975164]"
TX,"Zapata County, TX","[-99.4556178, 26.5717512, -98.9542557, 27.3191317]"
TX,"Zavala County, TX","[-100.1140387, 28.6405325, -99.4082898, 29.0912801]"
UT,"Beaver County, UT","[-114.0502376, 38.1474265, -112.3353812, 38.5740957]"
UT,"Box Elder County, UT","[-114.0413718, 40.9976628, -111.873171, 42.0015016]"
UT,"Cache County, UT","[-112.166108, 41.368818, -111.401576, 41.999552]"
UT,"Carbon County, UT","[-111.247506, 39.4673277, -109.8727713, 39.8141279]"
UT,"Daggett County, UT","[-110.0007113, 40.662388, -109.0484326, 41.00211]"
UT,"Davis County, UT","[-112.4934769, 40.769093, -111.738744, 41.1530345]"
UT,"Duchesne County, UT","[-110.904347, 39.8062212, -109.9764144, 40.834824]"
UT,"Emery County, UT","[-111.3070804, 38.4999433, -109.9879034, 39.70435]"
UT,"Garfield County, UT","[-112.6892555, 37.5357444, -109.927188, 38.1538677]"
UT,"Grand County, UT","[-110.1793653, 38.4995765, -109.0506802, 39.499691]"
UT,"Iron County, UT","[-114.0524166, 37.474298, -112.4670464, 38.149303]"
UT,"Juab County, UT","[-114.047649, 39.3144831, -111.5847065, 40.011656]"
UT,"Kane County, UT","[-112.9013869, 37.0003051, -110.6392672, 37.5448841]"
UT,"Millard County, UT","[-114.0499555, 38.571358, -112.013965, 39.5540461]"
UT,"Morgan County, UT","[-111.876598, 40.7800315, -111.2214274, 41.3740222]"
UT,"Piute County, UT","[-112.5195215, 38.1460643, -111.7664327, 38.5121239]"
UT,"Rich County, UT","[-111.511874, 41.1410458, -111.0457876, 42.001702]"
UT,"Salt Lake County, UT","[-112.260216, 40.414169, -111.553188, 40.921847]"
UT,"San Juan County, UT","[-111.4129216, 36.9978085, -109.0415767, 38.5000164]"
UT,"Sanpete County, UT","[-112.0162032, 39.032264, -111.247078, 39.8132692]"
UT,"Sevier County, UT","[-112.5226271, 38.5018263, -111.2981878, 39.045681]"
UT,"Summit County, UT","[-111.649129, 40.5483627, -110.0006947, 41.2517051]"
UT,"Tooele County, UT","[-114.048378, 39.9033489, -112.1442491, 41.076844]"
UT,"Uintah County, UT","[-110.0478485, 39.4617067, -109.0478887, 40.858404]"
UT,"Utah County, UT","[-112.2141911, 39.776246, -110.857647, 40.577914]"
UT,"Wasatch County, UT","[-111.620968, 39.899145, -110.891649, 40.6909494]"
UT,"Washington County, UT","[-114.0528506, 36.9997794, -112.8991125, 37.618364]"
UT,"Wayne County, UT","[-111.8489053, 38.1501637, -109.885124, 38.5101796]"
UT,"Weber County, UT","[-112.4934769, 41.076844, -111.420381, 41.4339285]"
VT,"Addison County, VT","[-73.43774, 43.753158, -72.7422431, 44.3037448]"
VT,"Bennington County, VT","[-73.290963, 42.7391898, -72.8196205, 43.314468]"
VT,"Caledonia County, VT","[-72.4346832, 44.1570903, -71.8370675, 44.769441]"
VT,"Chittenden County, VT","[-73.3620416, 44.1614115, -72.8023756, 44.7228088]"
VT,"Essex County, VT","[-71.9748251, 44.3479695, -71.465386, 45.0136213]"
VT,"Franklin County, VT","[-73.2590093, 44.6332147, -72.5332805, 45.016665]"
VT,"Grand Isle County, VT","[-73.390231, 44.5644541, -73.1912766, 45.0134151]"
VT,"Lamoille County, VT","[-72.9272793, 44.3983062, -72.3683847, 44.8040397]"
VT,"Orange County, VT","[-72.7917765, 43.7713217, -72.0306782, 44.2207823]"
VT,"Orleans County, VT","[-72.5790747, 44.5424944, -71.8778575, 45.0088297]"
VT,"Rutland County, VT","[-73.431388, 43.2905506, -72.6997955, 43.8580603]"
VT,"Washington County, VT","[-72.9522044, 44.0128088, -72.2171835, 44.5052388]"
VT,"Windham County, VT","[-73.0081337, 42.72696, -72.432487, 43.2628554]"
VT,"Windsor County, VT","[-72.9802459, 43.2225802, -72.2053887, 43.9622438]"
VA,"Fayette County, WV","[-81.3808518, 37.8190635, -80.7486535, 38.2635103]"
VA,"Gilmer County, WV","[-81.0567427, 38.7179655, -80.6057746, 39.109401]"
VA,"Grant County, WV","[-79.487175, 38.8133568, -78.9797277, 39.3278171]"
VA,"Greenbrier County, WV","[-80.8942027, 37.683858, -79.959844, 38.267334]"
VA,"Hampshire County, WV","[-78.9797277, 39.08863, -78.338958, 39.539695]"
VA,"Hancock County, WV","[-80.6680203, 40.3946712, -80.5189554, 40.638801]"
VA,"Hardy County, WV","[-79.1343211, 38.761413, -78.508132, 39.23757]"
VA,"Harrison County, WV","[-80.604301, 39.100809, -80.1663155, 39.469638]"
VA,"Accomack County, VA","[-76.2366082, 37.448562, -75.2118247, 38.0274758]"
VA,Accomack County,"[-76.2366082, 37.448562, -75.2118247, 38.0274758]"
VA,"Albemarle County, VA","[-78.8388741, 37.7225831, -78.207886, 38.2779351]"
VA,"Alleghany County, VA","[-80.306957, 37.596464, -79.6062297, 37.9605504]"
VA,"Amelia County, VA","[-78.2407819, 37.192208, -77.648911, 37.4980678]"
VA,"Amherst County, VA","[-79.4369434, 37.3858107, -78.8679402, 37.8141608]"
VA,"Appomattox County, VA","[-79.0216868, 37.201852, -78.594352, 37.552542]"
VA,"Arlington County, VA","[-77.1722757, 38.8274696, -77.0309984, 38.9343511]"
VA,"Augusta County, VA","[-79.533311, 37.8816537, -78.7493909, 38.4776827]"
VA,"Bath County, VA","[-80.0560555, 37.844458, -79.436679, 38.2661638]"
VA,"Bedford County, VA","[-79.8584048, 37.0058387, -79.1854333, 37.6182478]"
VA,"Bland County, VA","[-81.4622794, 36.952442, -80.8546217, 37.302279]"
VA,"Botetourt County, VA","[-80.0741195, 37.3093476, -79.4987676, 37.8009735]"
VA,"Brunswick County, VA","[-78.0462533, 36.5434863, -77.6558687, 37.0245224]"
VA,"Buchanan County, VA","[-82.3141947, 37.038187, -81.7400737, 37.5377829]"
VA,"Buckingham County, VA","[-78.8339468, 37.329553, -78.239722, 37.7969628]"
VA,"Campbell County, VA","[-79.4422812, 37.0223611, -78.8246663, 37.4336768]"
VA,"Caroline County, VA","[-77.643579, 37.7761684, -77.068711, 38.252686]"
VA,"Carroll County, VA","[-81.0424282, 36.5579077, -80.45377, 36.9317774]"
VA,"Charles City County, VA","[-77.271575, 37.2230297, -76.8717654, 37.4905937]"
VA,"Charlotte County, VA","[-78.9044138, 36.6979385, -78.4433152, 37.2487682]"
VA,"Chesterfield County, VA","[-77.8784815, 37.216994, -77.244167, 37.5624252]"
VA,"Clarke County, VA","[-78.1516968, 38.9795267, -77.8281485, 39.2644849]"
VA,"Craig County, VA","[-80.4727818, 37.3163776, -79.9690565, 37.66029]"
VA,"Culpeper County, VA","[-78.2318033, 38.3083888, -77.6182579, 38.699018]"
VA,"Cumberland County, VA","[-78.465089, 37.301606, -78.0721744, 37.749359]"
VA,"Dickenson County, VA","[-82.553902, 36.955715, -82.1360135, 37.3063161]"
VA,"Dinwiddie County, VA","[-77.900338, 36.8739797, -77.3938631, 37.270971]"
VA,"Essex County, VA","[-77.1701, 37.7286861, -76.668182, 38.1617881]"
VA,"Fairfax County, VA","[-77.537026, 38.6039507, -77.0405456, 39.0577059]"
VA,"Fauquier County, VA","[-78.1312665, 38.409142, -77.5313212, 39.0137713]"
VA,"Floyd County, VA","[-80.6339818, 36.708718, -80.104413, 37.12336]"
VA,"Fluvanna County, VA","[-78.4914549, 37.690337, -78.0624802, 38.0064104]"
VA,"Franklin County, VA","[-80.235455, 36.780752, -79.5922964, 37.2329985]"
VA,"Frederick County, VA","[-78.544137, 39.0079939, -78.0329703, 39.466012]"
VA,"Giles County, VA","[-81.0144795, 37.1474892, -80.4309427, 37.4816738]"
VA,"Gloucester County, VA","[-76.712305, 37.233316, -76.3045, 37.6032096]"
VA,"Goochland County, VA","[-78.1593259, 37.5628607, -77.616428, 37.904848]"
VA,"Grayson County, VA","[-81.6774572, 36.5591305, -80.8379439, 36.8064475]"
VA,"Greene County, VA","[-78.6631436, 38.1840998, -78.2884481, 38.4755272]"
VA,"Greensville County, VA","[-77.7670473, 36.5447338, -77.2968287, 36.8984684]"
VA,"Halifax County, VA","[-79.2186022, 36.541533, -78.54922, 37.0615679]"
VA,"Hanover County, VA","[-77.7973069, 37.5380733, -77.1081262, 38.0081575]"
VA,"Henrico County, VA","[-77.6548883, 37.3533431, -77.176982, 37.7103945]"
VA,"Henry County, VA","[-80.095141, 36.541955, -79.640652, 36.856139]"
VA,"Highland County, VA","[-79.8102275, 38.18042, -79.308161, 38.5915278]"
VA,"Isle of Wight County, VA","[-76.9302835, 36.6441148, -76.445301, 37.154046]"
VA,"James City County, VA","[-76.9158047, 37.154046, -76.5781009, 37.4670568]"
VA,"King and Queen County, VA","[-77.186961, 37.431309, -76.6450986, 37.972169]"
VA,"King George County, VA","[-77.3475667, 38.1419824, -76.9973698, 38.4009021]"
VA,"King William County, VA","[-77.345575, 37.5175567, -76.7768842, 37.910147]"
VA,"Lancaster County, VA","[-76.668182, 37.585078, -76.151742, 37.841212]"
VA,Lancaster County,"[-76.7219602, 39.7211039, -75.8731587, 40.3158323]"
VA,"Lee County, VA","[-83.6753671, 36.5937294, -82.7715954, 36.8927311]"
VA,"Loudoun County, VA","[-77.9621643, 38.8462511, -77.3282748, 39.3244371]"
VA,"Louisa County, VA","[-78.3066723, 37.729358, -77.6873768, 38.1525711]"
VA,"Lunenburg County, VA","[-78.4936881, 36.7760295, -78.0037116, 37.120089]"
VA,"Madison County, VA","[-78.4528012, 38.230068, -78.0826914, 38.6273124]"
VA,"Mathews County, VA","[-76.451904, 37.278361, -76.136301, 37.54222]"
VA,Mathews County,"[-76.451904, 37.278361, -76.136301, 37.54222]"
VA,"Mecklenburg County, VA","[-78.7403618, 36.540981, -78.0271908, 36.8912078]"
VA,"Middlesex County, VA","[-76.7511613, 37.510214, -76.140835, 37.778386]"
VA,Middlesex County,"[-71.8987719, 42.1567825, -71.0203778, 42.736474]"
VA,"Montgomery County, VA","[-80.615639, 36.9815645, -80.1776772, 37.3688334]"
VA,"Nelson County, VA","[-79.1719065, 37.5356226, -78.6407667, 38.04737]"
VA,"New Kent County, VA","[-77.2387242, 37.3774539, -76.7419747, 37.6267577]"
VA,"Northampton County, VA","[-76.140835, 37.0010237, -75.6220442, 37.557265]"
VA,Northampton County,"[-75.6086844, 40.5367673, -75.0506393, 40.9685382]"
VA,"Northumberland County, VA","[-76.634547, 37.669658, -76.175687, 38.034974]"
VA,Northumberland County,"[-76.9482048, 40.603632, -76.3802464, 41.1757321]"
VA,"Nottoway County, VA","[-78.239354, 36.9826017, -77.7959419, 37.2963244]"
VA,"Orange County, VA","[-81.2784715, 28.3616211, -81.271595, 28.3680032]"
VA,"Page County, VA","[-78.691363, 38.4215789, -78.2848047, 38.82279]"
VA,"Patrick County, VA","[-80.625732, 36.5424785, -80.041493, 36.87213]"
VA,"Pittsylvania County, VA","[-79.714851, 36.5407896, -79.0921934, 37.1375389]"
VA,"Powhatan County, VA","[-78.1322852, 37.4140115, -77.6531543, 37.692627]"
VA,"Prince Edward County, VA","[-78.692544, 37.078294, -78.2312332, 37.398019]"
VA,"Prince George County, VA","[-77.3998119, 36.9926901, -76.972601, 37.320756]"
VA,"Prince William County, VA","[-77.7157402, 38.5008079, -77.2202268, 38.9427914]"
VA,"Pulaski County, VA","[-80.9306208, 36.879001, -80.515157, 37.244911]"
VA,"Rappahannock County, VA","[-78.338176, 38.520798, -77.9354465, 38.8654846]"
VA,"Richmond County, VA","[-76.9379891, 37.778386, -76.507811, 38.124444]"
VA,"Roanoke County, VA","[-80.2621845, 37.109081, -79.8395539, 37.4224691]"
VA,"Rockbridge County, VA","[-79.6887699, 37.5328391, -79.1437135, 38.0860538]"
VA,"Rockingham County, VA","[-79.2243518, 38.2066416, -78.4857399, 38.850102]"
VA,"Russell County, VA","[-82.4067205, 36.7089688, -81.7805453, 37.1425946]"
VA,"Scott County, VA","[-82.9851254, 36.593461, -82.2940675, 36.8856764]"
VA,"Shenandoah County, VA","[-78.869615, 38.604719, -78.3004143, 39.1028612]"
VA,"Smyth County, VA","[-81.8370964, 36.6339967, -81.2619889, 37.0184755]"
VA,"Southampton County, VA","[-77.5019565, 36.5438889, -76.8150488, 36.9957052]"
VA,"Spotsylvania County, VA","[-77.9535517, 37.9906883, -77.3703399, 38.3783298]"
VA,"Stafford County, VA","[-77.6352311, 38.242124, -77.2862128, 38.5925772]"
VA,"Surry County, VA","[-77.1561674, 36.9447052, -76.6415064, 37.2484467]"
VA,"Sussex County, VA","[-77.6197328, 36.7071351, -76.9535356, 37.1139679]"
VA,"Tazewell County, VA","[-81.9018682, 36.9329342, -81.225097, 37.3380353]"
VA,"Warren County, VA","[-78.3947036, 38.7569857, -78.0041209, 39.036666]"
VA,"Washington County, VA","[-82.332078, 36.594213, -81.6053799, 36.9290385]"
VA,"Westmoreland County, VA","[-77.06472, 37.965559, -76.51616, 38.2780764]"
VA,"Wise County, VA","[-82.878554, 36.7989925, -82.298558, 37.2027697]"
VA,"Wythe County, VA","[-81.3794021, 36.757621, -80.740483, 37.073349]"
VA,"York County, VA","[-76.755511, 37.091745, -76.13552, 37.380139]"
VA,York County,"[-77.1371444, 39.719917, -76.23869, 40.2261551]"
VA,"Alexandria city, VA","[-77.0873626, 38.8224017, -77.0834929, 38.8263544]"
VA,"Bristol city, VA","[-82.1816307, 36.5984812, -82.180868, 36.5988963]"
VA,"Buena Vista city, VA","[17.7970853, 43.3531606, 17.7971853, 43.3532606]"
VA,"Charlottesville city, VA","[-78.4776831, 38.0296123, -78.4767704, 38.0301767]"
VA,"Chesapeake city, VA","[-76.2324764, 36.7454745, -76.2246573, 36.7555858]"
VA,"Colonial Heights city, VA","[-77.4091962, 37.2543028, -77.4090962, 37.2544028]"
VA,"Covington city, VA","[-80.0007902, 37.7890566, -79.9996364, 37.7910793]"
VA,"Danville city, VA","[-79.3920909, 36.5863441, -79.3919909, 36.5864441]"
VA,"Emporia city, VA","[-77.563888, 36.671669, -77.506716, 36.720588]"
VA,"Fairfax city, VA","[-77.304101, 38.8466397, -77.3030844, 38.8475353]"
VA,"Falls Church city, VA","[-77.1798716, 38.8799155, -77.1791397, 38.8812314]"
VA,"Franklin city, VA","[-75.4035302, 37.9878996, -75.3635302, 38.0278996]"
VA,"Fredericksburg city, VA","[-77.4675019, 38.3009247, -77.4657945, 38.3022992]"
VA,"Galax city, VA","[-80.9236378, 36.6574015, -80.9230186, 36.6577664]"
VA,"Hampton city, VA","[-76.4513394, 36.919408, -76.0843199, 37.1513676]"
VA,Hampton city,"[-76.4513394, 36.919408, -76.0843199, 37.1513676]"
VA,"Harrisonburg city, VA","[-78.8703038, 38.4456541, -78.8695525, 38.4462737]"
VA,"Hopewell city, VA","[-77.3006281, 37.3098013, -77.2967121, 37.3109045]"
VA,"Lynchburg city, VA","[-79.2713933, 37.3326369, -79.0844942, 37.4693965]"
VA,"Manassas city, VA","[-77.6235634, 38.7600768, -77.6199089, 38.7629494]"
VA,"Manassas Park city, VA","[-77.4420926, 38.7659772, -77.4417236, 38.7664844]"
VA,"Martinsville city, VA","[-79.8750887, 36.6909206, -79.8749887, 36.6910206]"
VA,"Newport News city, VA","[-76.4721618, 37.0861361, -76.471033, 37.0874797]"
VA,Norfolk city,"[-2.5997286, 51.4409949, -2.5996985, 51.4410382]"
VA,"Poquoson city, VA","[-76.3968066, 37.1216724, -76.3961784, 37.1219494]"
VA,Poquoson city,"[-76.3968066, 37.1216724, -76.3961784, 37.1219494]"
